"accepted_partner_channel_id","first_touch_source_code","last_touch_source_code","primary_source_code","applications","assisted_touches","avg_touchpoints","avg_attribution_confidence"
CH_DIGITAL_DIRECT,SRC_DIGITAL_ORGANIC_SEARCH,SRC_DIGITAL_PAID_SOCIAL,SRC_DIGITAL_PAID_SOCIAL,2,2,2.0000000000000000,0.75000000000000000000
CH_DIGITAL_DIRECT,SRC_DIGITAL_DIRECT_NAV,SRC_DIGITAL_DIRECT_MAIL,SRC_DIGITAL_DIRECT_MAIL,2,2,2.0000000000000000,0.75000000000000000000
CH_DIGITAL_DIRECT,SRC_DIGITAL_EMAIL_RETARGET,SRC_DIGITAL_DIRECT_MAIL,SRC_DIGITAL_DIRECT_MAIL,1,1,2.0000000000000000,0.75000000000000000000
CH_DIGITAL_DIRECT,SRC_DIGITAL_PAID_SOCIAL,SRC_DIGITAL_EMAIL_RETARGET,SRC_DIGITAL_EMAIL_RETARGET,1,1,2.0000000000000000,0.75000000000000000000
CH_DIGITAL_DIRECT,SRC_DIGITAL_DIRECT_MAIL,SRC_DIGITAL_EMAIL_RETARGET,SRC_DIGITAL_EMAIL_RETARGET,1,1,2.0000000000000000,0.75000000000000000000
CH_DIGITAL_DIRECT,SRC_DIGITAL_PAID_SOCIAL,SRC_DIGITAL_DIRECT_MAIL,SRC_DIGITAL_DIRECT_MAIL,1,1,2.0000000000000000,0.75000000000000000000
CH_DIGITAL_DIRECT,SRC_DIGITAL_DIRECT_NAV,SRC_DIGITAL_PAID_SOCIAL,SRC_DIGITAL_PAID_SOCIAL,1,1,2.0000000000000000,0.75000000000000000000
CH_DIGITAL_DIRECT,SRC_DIGITAL_PAID_SOCIAL,SRC_DIGITAL_ORGANIC_SEARCH,SRC_DIGITAL_ORGANIC_SEARCH,1,1,2.0000000000000000,0.75000000000000000000
CH_DIGITAL_DIRECT,SRC_DIGITAL_ORGANIC_SEARCH,SRC_DIGITAL_DIRECT_NAV,SRC_DIGITAL_DIRECT_NAV,1,1,2.0000000000000000,0.75000000000000000000
CH_DIGITAL_DIRECT,SRC_DIGITAL_PAID_SEARCH,SRC_DIGITAL_DIRECT_MAIL,SRC_DIGITAL_DIRECT_MAIL,1,1,2.0000000000000000,0.75000000000000000000
CH_PROCESSOR_DIRECT,SRC_PROC_PORTAL,SRC_PROC_PORTAL,SRC_PROC_PORTAL,103,43,1.4174757281553398,0.73834951456310679612
CH_PROCESSOR_DIRECT,SRC_PROC_EMAIL,SRC_PROC_EMAIL,SRC_PROC_EMAIL,83,32,1.3855421686746988,0.73554216867469879518
CH_PROCESSOR_DIRECT,SRC_PROC_ACCOUNT_MANAGER,SRC_PROC_ACCOUNT_MANAGER,SRC_PROC_ACCOUNT_MANAGER,56,25,1.4464285714285714,0.72142857142857142857
CH_PROCESSOR_DIRECT,SRC_PROC_PORTAL,SRC_PROC_EMAIL,SRC_PROC_EMAIL,4,4,2.0000000000000000,0.75000000000000000000
CH_PROCESSOR_DIRECT,SRC_PROC_ACCOUNT_MANAGER,SRC_PROC_EMAIL,SRC_PROC_EMAIL,3,3,2.0000000000000000,0.75000000000000000000
CH_PROCESSOR_DIRECT,SRC_PROC_PORTAL,SRC_PROC_ACCOUNT_MANAGER,SRC_PROC_ACCOUNT_MANAGER,2,2,2.0000000000000000,0.75000000000000000000
CH_PROCESSOR_DIRECT,SRC_PROC_EMAIL,SRC_PROC_ACCOUNT_MANAGER,SRC_PROC_ACCOUNT_MANAGER,2,2,2.0000000000000000,0.75000000000000000000
CH_PROCESSOR_DIRECT,SRC_PROC_ACCOUNT_MANAGER,SRC_PROC_PORTAL,SRC_PROC_PORTAL,2,2,2.0000000000000000,0.75000000000000000000
CH_STRATEGIC_PARTNER,SRC_PARTNER_SOFTWARE_PLATFORM,SRC_PARTNER_SOFTWARE_PLATFORM,SRC_PARTNER_SOFTWARE_PLATFORM,41,12,1.2926829268292683,0.74024390243902439024
CH_STRATEGIC_PARTNER,SRC_PARTNER_ASSOCIATION,SRC_PARTNER_ASSOCIATION,SRC_PARTNER_ASSOCIATION,38,17,1.4473684210526316,0.75000000000000000000
CH_STRATEGIC_PARTNER,SRC_PARTNER_MERCHANT_SERVICES,SRC_PARTNER_MERCHANT_SERVICES,SRC_PARTNER_MERCHANT_SERVICES,28,7,1.2500000000000000,0.75000000000000000000
CH_STRATEGIC_PARTNER,SRC_PARTNER_MERCHANT_SERVICES,SRC_PARTNER_SOFTWARE_PLATFORM,SRC_PARTNER_SOFTWARE_PLATFORM,7,7,2.0000000000000000,0.75000000000000000000
CH_STRATEGIC_PARTNER,SRC_PARTNER_ASSOCIATION,SRC_PARTNER_SOFTWARE_PLATFORM,SRC_PARTNER_SOFTWARE_PLATFORM,2,2,2.0000000000000000,0.75000000000000000000
CH_STRATEGIC_PARTNER,SRC_PARTNER_ASSOCIATION,SRC_PARTNER_MERCHANT_SERVICES,SRC_PARTNER_MERCHANT_SERVICES,2,2,2.0000000000000000,0.75000000000000000000
CH_STRATEGIC_PARTNER,SRC_PARTNER_SOFTWARE_PLATFORM,SRC_PARTNER_ASSOCIATION,SRC_PARTNER_ASSOCIATION,2,2,2.0000000000000000,0.75000000000000000000
