"merchant_application_id","touchpoint_count","first_timestamp","last_timestamp","first_flags","last_flags","primary_flags","attribution_weight_sum","future_touchpoint_flag"
MSBF_POP_0001_M000069_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000070_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000071_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000072_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000073_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000074_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000075_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000076_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000077_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000078_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000079_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000080_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000081_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000082_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000083_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000084_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000085_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000086_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000087_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000088_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000089_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000090_A01,3,2026-07-09 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000091_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000092_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000093_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000094_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000095_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000096_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000097_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000098_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000099_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000100_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000101_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000102_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000103_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000104_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000105_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000106_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000107_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000108_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000109_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000110_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000111_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000112_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000113_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000114_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000115_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000116_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000117_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000118_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000119_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000120_A01,3,2026-07-09 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000121_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000122_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000123_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000124_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000125_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000126_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000127_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000128_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000129_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000130_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000131_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000132_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000133_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000134_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000135_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000136_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000137_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000138_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000139_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000140_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000141_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000142_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000143_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000144_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000145_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000146_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000147_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000148_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000149_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000150_A01,3,2026-07-09 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000151_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000152_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000153_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000154_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000155_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000156_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000157_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000158_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000159_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000160_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000161_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000162_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000163_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000164_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000165_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000166_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000167_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000168_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000169_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000170_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000171_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000172_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000173_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000174_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000175_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000176_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000177_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000178_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000179_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000180_A01,3,2026-07-09 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000181_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000182_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000183_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000184_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000185_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000186_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000187_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000188_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000189_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000190_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000191_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000192_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000193_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000194_A01,1,2026-07-23 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
MSBF_POP_0001_M000195_A01,2,2026-07-16 09:00:00.000 -0400,2026-07-23 09:00:00.000 -0400,1,1,1,1.000000,false
