"scenario_code","merchant_application_id","synthetic_account_id","synthetic_advance_id","latest_monitoring_status_code","source_daily_row_hash","source_m2_4_contract_row_hash","source_advance_row_hash","source_portfolio_row_hash","contract_row_hash"
BASELINE,MSBF_POP_0001_M000115_A01,MSBF_ACCT_934AA4347CFE34887F8A,MSBF_ADV_795622C342180706AC6D,PAID_OFF,f74cade8705f10901d0902412245cf47,"0d8ef929251ebe5c46cb3696c3b241a7",ad8c043619d94b283711b999a86d3994,"91efcd703cf2dc821cd2f52f597d181f",d9c2a01853b2f146e857231f4caa5ed5
BASELINE,MSBF_POP_0001_M000119_A01,MSBF_ACCT_295A9B31B7BB08F16679,MSBF_ADV_F1C779617FE6B693A2E2,PAID_OFF,"774500ebc66bb533293f3883472d802d",a15272594e94c0c4366cd7a82bc30453,ef8c2a6b6a5a17089483d806cd707a01,"1ce056849181b6f0fe377c7240443940","76f27a709399642da23179ebb8d69f22"
BASELINE,MSBF_POP_0001_M000147_A01,MSBF_ACCT_EB73C5ACF555278DBFAE,MSBF_ADV_729F8611325483939C52,PAID_OFF,"54a919b614a9adeeaabf5ef0d62da3a6",b280fc16bbde7afc9cafb42842e7c476,b637c2201c6ef2dff9b8859363e39c3f,"42ee06ae6d9bb785816b76ace1d0d37d",fce340e2299a9b6376458d01ec5afd50
BASELINE,MSBF_POP_0001_M000260_A01,MSBF_ACCT_CB259277859AB350C5DB,MSBF_ADV_C18731DE2357C1415943,PAID_OFF,fe3e302e0430f9b657905e6d72ca6dec,"4f8bf6715279410a7627ce824777c22e",fd2d9c2b89dee07182d25c679ac99810,"39ac9197b3636b35aefc9e1baf251cdd","59e3ffff60225d6aff9454a4b0c868ae"
BASELINE,MSBF_POP_0001_M000264_A01,MSBF_ACCT_DA355776C12C8A8F8603,MSBF_ADV_01F3687CCF6EACD6CD7A,PAID_OFF,"47a4fcaea39985c3ba1d0ca9435071bc","140b034fe630c794161ca3377e4bfe17","881056c58ae1226b4330424b5e08b13f","20190388d60600d8d88f9feea94ddf1e","4adf50e4aa5a42d646adc8996c4261e0"
BASELINE,MSBF_POP_0001_M000274_A01,MSBF_ACCT_BDCB6CB17BDB3419298D,MSBF_ADV_280439C420CE52E30AF0,PAID_OFF,d7f7be08e5fe2f42eb6848e0b2129ac3,e723e4a001dced42356eaa9d4aed6326,f3ba1a319bd485ad103848bee5da2cdc,e0527f11f0f9d451a650d0e1cdb12997,"76ec6422890f8ef239435fc641cd5eb9"
BASELINE,MSBF_POP_0001_M000280_A01,MSBF_ACCT_BA34F6931C7E5C793F8B,MSBF_ADV_716E1F377B0373E3D8F7,PAID_OFF,bfc7cdd754450d48d9805dc2fed75e31,"2a32c19e28f470dbb508302e64099641",f2848125cee5e6639d21c32556585698,f5597b2a8f11e7247685dbf753538f45,"14a8003580ae7baba323db38907d7b67"
BASELINE,MSBF_POP_0001_M000284_A01,MSBF_ACCT_440685B8BA3E4E2DEF5D,MSBF_ADV_D49C937BAB166B906361,PAID_OFF,"21086e211b394a1e42e150c58ed746e4",e95279d4aafc117115b4255a1496fe01,"57e30d985d0e75c4fd7c89702b2d9697","092eab885eb4c1677862753df8d00312","19a44487db0bf23d76572fa696e88995"
BASELINE,MSBF_POP_0001_M000308_A01,MSBF_ACCT_F3D880DBAB3D1DB61A8E,MSBF_ADV_C493C10D229F4FC6E090,PAID_OFF,"18bbed41590481dfc2b06eb048eb9a64",bde60ceb05c0caa5dfabf8972a4c3c72,"4d0ce270abe6c44b9b31e8b3ecaa606f","2803ccba094128913b46aa46c4363141",cb1862e5730f7249267df03f44ed0e32
BASELINE,MSBF_POP_0001_M000312_A01,MSBF_ACCT_E12C6C7D70D2E4F87411,MSBF_ADV_865BAB0CE017A6F04E6F,SEVERE_SHORTFALL,"146d902f0545fc1b6e5edb49008d0e03","34438d5eefc51288a219ba564dc18080","00bcb457e12fc25b876fd4d3dd769737","51743ef0a389f87b3131b1d37c6beb30",f8577ac27ba29b9831c9445cd3e3facf
BASELINE,MSBF_POP_0001_M000337_A01,MSBF_ACCT_D461C96C44A5F22E6E55,MSBF_ADV_BBF3E7EE5AF21FB4F01D,PAID_OFF,"1f7c81fe5b72169a2b5740f7951387a7",cfd129fd8d1d7e32fae450effcb5b56e,"69b11331ce20878e4accd50fd9d23bb7",ce885789067d23b48bf4c6e410415e1a,"12cd28af41bb171ed5497bb6d6a51a22"
BASELINE,MSBF_POP_0001_M000353_A01,MSBF_ACCT_F666E8E776ECAD1B6976,MSBF_ADV_B0F33E342C00B339D888,PAID_OFF,b48f167c14fcb7c18b7c345bc4097d93,"7c89fb94385d1945eaf911b7828e6f16",f5656f4cc21432746bfb32a5e17812f3,"79317591b24d2373e97643fb4863cc64","438668fc8a98291d5b00a7a14791991d"
BASELINE,MSBF_POP_0001_M000373_A01,MSBF_ACCT_C620859D8EFBE90A3D8E,MSBF_ADV_5B1E61C00B0E86A290B0,PAID_OFF,dc7ae6e326ac5920d06a1a72985e6a4a,"68eb7198ced11b6f519d14d30abd300b","883f26ff629a3b0036eec3248ca43f7f","734327eb50d54a8172040cc97b733141","671ec588d231dc80ea6ebaa804330c8e"
BASELINE,MSBF_POP_0001_M000386_A01,MSBF_ACCT_DB965E1CA3A54E488320,MSBF_ADV_27B6476574D6DBEAF9E3,PAID_OFF,"20b5960b803767757a212ad18f1940be","273efaa07be5be9a84a0e8ad3216bce6","56646c1749724c88c75a1eb88906e663","33d1f0a78fc5f9309693dd846ddad37a",ec5947be57cfc0afe9b8ec363cbb41cd
BASELINE,MSBF_POP_0001_M000459_A01,MSBF_ACCT_392EAD99B5B5DED63997,MSBF_ADV_6E49A038F4E70A7B1C09,PAID_OFF,"366fba346a9fc9217cabd9ebe5e3dea8","88406ca3a87482245862f8d326691737","86856d8b80667b7d75ff2fd0222f29fa","7e1f1dc9199c3f9b452c99c5d7a449c9",d8fdb0b707db14ac33ec5d04bd6e372c
BASELINE,MSBF_POP_0001_M000476_A01,MSBF_ACCT_35F7FE9AA766706F2329,MSBF_ADV_E6F69584719DE13A0F97,PAID_OFF,a8e71221e1ce2a28b8b21e786f8a25d5,b9e33f944fc6d4bbcd5de4e17f2ab366,"1e2b514e7fd4dc85eda2056aa02f90ce","42c87ffea30f5944c920ddd09d53a2b7",d19e15ae17cc1477008c1f9a64afd706
BASELINE,MSBF_POP_0001_M000478_A01,MSBF_ACCT_33905D6D778A0AFB1A68,MSBF_ADV_7938D8FE95C5738680EF,PAID_OFF,ce786bc3f9b5fcfb06cb24eb3835fe3f,d2b8319a836b840cf7bca88ba7564a9f,aafa1e89485e8377f54bde3b765c2c2b,ae51e10f2f194b41ced6c6b5811936cf,"65982734dbc37579c8041d36393deaff"
BASELINE,MSBF_POP_0001_M000481_A01,MSBF_ACCT_E56800B4C9A39B943CF7,MSBF_ADV_E6B75AF8FAAE45723644,PAID_OFF,"6da6d13030dc8fc92625790c2c609153",fa94b44786efadf85e399900fa1ed812,c8ce4d900d20105def717008d36c666f,"97736ae686f6ffd9558ab11b41ccd35f","41f8192128e90c1553c0956426b6cd6a"
BASELINE,MSBF_POP_0001_M000522_A01,MSBF_ACCT_3CB47F4FB97BD350D8FC,MSBF_ADV_6602E7F2CB0BC16AAA50,PAID_OFF,"6444b5ef8209f4389f9ddce8285859e9","2eec2fe3b1862c73c1479936051ac8d4","42937f7eff68617c48cf63160e014676","7e476e2c2a8110fc8cb1568794e005d1",b8f45abb5c0340ac9955117d30a9beef
BASELINE,MSBF_POP_0001_M000535_A01,MSBF_ACCT_C831AEFC727991007D8D,MSBF_ADV_3B3A57457C4C67080D29,PAID_OFF,"3380b0d2e7b8312d6ec447b0d132e416",a96f5d794fb4ce1a0ea9ce806c12f3ed,db17feb19a1612552c75490fe1345627,ae72a1b98744b3d7edebc5a7a80beb8f,a4f4e405e992f0936bfafc434ff51e9f
BASELINE,MSBF_POP_0001_M000574_A01,MSBF_ACCT_E4DF5EB375DF5AFAAB7C,MSBF_ADV_29157A40AE466AFC7A07,PAID_OFF,"06e881e0328db7d8c0eeeadf1e005ac7","669c4e04744db9f45861df6d0cc058f8",c39dc5950223cc5ac2b443db923942b7,"267c823599501446f239b164fb30d56d","91153114a7027130f04c173864da1090"
BASELINE,MSBF_POP_0001_M000589_A01,MSBF_ACCT_A5296C9AD300077280E1,MSBF_ADV_282953977B624222984F,PAID_OFF,d5bd219889bdaa885be1e29d184ee48b,d229524cdcc8cbd70ce2316cbe6ac1b5,bba4df6cbcb044dbe96fec273895a0b5,fdf5d9a41f5118ad37d994da0e3f3b96,"65990e60b18922efdeffe0027baf14a6"
BASELINE,MSBF_POP_0001_M000593_A01,MSBF_ACCT_EC4FE2CCE2C0A19072A7,MSBF_ADV_A8913B420ECA14497C81,PAID_OFF,c435c5520b378c1c5a768f54d9e4bd4d,"208418be4caa33d182d9cd6fd3bd3ada","5e64e9bb275b10b4a488795587aa1b0c",ca22843597d490bebf837ab9d1352a1a,"594ef10b0ae5c92fb80907705336b595"
BASELINE,MSBF_POP_0001_M000599_A01,MSBF_ACCT_78720D65428694E49300,MSBF_ADV_3C9A7835F4B81CDE895B,PAID_OFF,"32af037c26b7a7b42a2cdf6ba5bed34f",d299dd4ac6beb986ab4f4176a0f4c853,"6ceb4dc25564b154b271e2df754d6af0",aee4934a0989ad9f6fc362d9f5c16375,"47d46a883e4400dddeea51c5438cfee6"
BASELINE,MSBF_POP_0001_M000608_A01,MSBF_ACCT_7AA1156660C28C9F261A,MSBF_ADV_F449D5BBB0D50EB686CE,PAID_OFF,"0d79c299911e01b6e160c19373e2adba","2f8a0b6fba17a1e7f87e3034f749276f","750d909e48efb14c16e690579020a54e","63ac5828cb8bef7c4159649c86978e91","3aef0cb1f807d9563516a52163b34d66"
BASELINE,MSBF_POP_0001_M000642_A01,MSBF_ACCT_ADD58E955991A63B46B0,MSBF_ADV_857DCE98141E539AB7C3,PAID_OFF,"712c26f2b9a6421aae911b8fdbc8b367","11f4a789cbadad65a3803d3145c67a62","6d775b4a6ce531d8fa3da963f6a580df",ea02970474bf3b44196e5b5244cfb08d,dfc86646840861d2f7228425d6019178
BASELINE,MSBF_POP_0001_M000648_A01,MSBF_ACCT_C298EBC829624A0A6AED,MSBF_ADV_A810C4FDA8BFB322A5E0,PAID_OFF,"4775e212729983ac780addde768793d7",ff7cf99290ae175b504b94571c963606,"0d7dce9ae84167288d61f6fa6711ed08","49a412d3c7854878965e8b177fa71211","91ab19c7e0f4056c3168775c2ec9c807"
BASELINE,MSBF_POP_0001_M000708_A01,MSBF_ACCT_E637C052219E9A9CD117,MSBF_ADV_DC79243436F7C3366BC9,PAID_OFF,"27848f23b95151b0a9f0f2808bd2fb1d","48ee821601963b084e2c08dc412c5a5e","58c01043939c69bb537cde9b423bd263","1ed984c5b198b6deb5ae245bc312af08","3fb8839106e6cb6d6ca3a2d6c31a5c41"
BASELINE,MSBF_POP_0001_M000737_A01,MSBF_ACCT_3740FF9465D1DE501A2F,MSBF_ADV_18B8B9C42395F42B8260,PAID_OFF,"8f4d7acda4a47e78889458f8c5f41232","4b081a35b543d8a5f3358a0f645ec47e","6e47b0e9c4652e0e5499098107c023a7","4375bd3c34127b436eb900169888009f",dc410cb20a9a69cb7b44d7e65b59eb36
BASELINE,MSBF_POP_0001_M000747_A01,MSBF_ACCT_82D440AF10B32BA1F59B,MSBF_ADV_D17F5238BC53F0B79B8B,PAID_OFF,a3a9b331f01be268c52496cb08d54135,fd8524d7bd518c9dadfe93822a3f298b,"48cb0507581bd95be077083279325045",e6479bc2d541a303c2f392909296fe1f,"810d61c42abc023c9a6349095fca22b0"
BASELINE,MSBF_POP_0001_M000748_A01,MSBF_ACCT_AE70710F88C4FBAECF24,MSBF_ADV_D4A4201670D9BEC5CF6A,PAID_OFF,"70d57462947b6ef7285f9081cf166ee9",c7a59943b710be4b42bc9a0fdf72e271,"48625e6243fd077c40a1115b74ae55d8",ea807e75cefe03b405ce5a264e15280d,c8cb351163910e596358f765432e79a3
BASELINE,MSBF_POP_0001_M000749_A01,MSBF_ACCT_A481F369D0F0D8A976DB,MSBF_ADV_61A8900F4167686F0072,PAID_OFF,"4830fb681ad0011854618bf64a5c00dc",a4b952090b5321d699456231a4fc91e1,d1d1642ba8cd2d9bd90f10d7859ca7df,f14807c953076670b8423f5c14469e5c,"8792cafdb99fafda6902e29a35e43bf1"
RECESSION_ENERGY,MSBF_POP_0001_M000016_A01,MSBF_ACCT_408A4C18B86DBEC233E0,MSBF_ADV_14FB5010993BD108871A,PAID_OFF,c48c73cb5fe4e4f22f00f9d5528da267,ef52130dd390fcb995eb6975dfb2f14a,"57d79d61d101d2112a4298a6e2cf4db3",a0ee82e7d49ab23e14ad06ab88a09572,"1c1692abbbb921b66d163f30a3b0b032"
RECESSION_ENERGY,MSBF_POP_0001_M000020_A01,MSBF_ACCT_CE7057118CA4B051D7D7,MSBF_ADV_2C6DA75E2836ED5F4D8E,PAID_OFF,"75fcc792fbb47e5f2a29b60a660fc06d","90a048a69b06996e3f7ae479c6a9a32b","890afd750583467b106a99745e28f719",a6937ede6c643ef392af50df2c39308f,"17fe38b42b038f3f7d414dd488dcf8a1"
RECESSION_ENERGY,MSBF_POP_0001_M000025_A01,MSBF_ACCT_DFEFC37BDC5D26EF33C7,MSBF_ADV_939178A8203299ECB5A9,PAID_OFF,c480b0071574ebceb46bc430bb4c52a8,"732d8712e061dedbf0b306b60ee1e55f",a44c18c6a2924add10434a0821204121,"78372d5558d185d979c5fa5e69756efd",a7bc80d2ee03fb08448d888f569f0eb1
RECESSION_ENERGY,MSBF_POP_0001_M000027_A01,MSBF_ACCT_814DE2973FE237488F82,MSBF_ADV_4A20E80759FB87F4BAFD,PAID_OFF,"6cd5f240d3e6f1b1f419b0d886f29512","8f03eddd3451926abb18bc06b14b2034",e2eb9be98c463ef14fb6a6dd1abdb849,"0fa40931aa3ec96bc49545354f579dd1","5b0b5bc40088f3ce012b41ac6237d873"
RECESSION_ENERGY,MSBF_POP_0001_M000049_A01,MSBF_ACCT_1D34E731D1A059BA89F1,MSBF_ADV_27E3E5B555790597A2B8,PAID_OFF,bf774bf6168c27223725e04a150cb25f,b3105a74297acc1f8ab125cf7ef5a2ec,"14801f623de357db5082e3b42eced2db",d0fa20831b870a94e7fb7a8a9a693493,"06caecfb474e6a9c2620b071b510d392"
RECESSION_ENERGY,MSBF_POP_0001_M000076_A01,MSBF_ACCT_D702FE381DE7E257C420,MSBF_ADV_C26EBC58CBD7EA4E35C9,PAID_OFF,d8fb3b163d5e118fc362b31813d96c7c,a90c25decdf11d9d54591855e74fc274,a5fd55b2fc7f95ba218758a8a670eccb,"4898ac2d35494744538b62180187794e",ea2cf0f5326ad5c82f52c347b7c10186
RECESSION_ENERGY,MSBF_POP_0001_M000084_A01,MSBF_ACCT_C88D968E11A0F3718D58,MSBF_ADV_F59389FB2FB8EBBFEA69,PAID_OFF,"2f16c7ec7651326b1cb08c4f94e331b7",c4ac44b2475e01738f2f940b8ba07aa5,fa98595738217287d04167fe56d7f1be,eb55fffef43d3d810a2d8e377d655eda,eb898cfcfba18bb4600e9ef2db96ea7e
RECESSION_ENERGY,MSBF_POP_0001_M000115_A01,MSBF_ACCT_FCF25376626C3C412E3F,MSBF_ADV_1019BB8F1ECC544B9AA8,PAID_OFF,e16c6d732fef40b1b931cde2fcb3d3db,"222b44af7b4421e484071430abcb1afb",f0ada9d8e6f7e3a417240ef1c34bc06f,"8ef81cb2631ce568091b1b257ce04333",f1a43a43c32e648eafadabbeb4c61a2d
RECESSION_ENERGY,MSBF_POP_0001_M000260_A01,MSBF_ACCT_AD1CB583DD98C060C32C,MSBF_ADV_F9D785BCD3CD929C517B,PAID_OFF,"7149eb6a0ee60e1b4783e1056a4ed7f1","3137e886dc4d744198965690fa663b8c",c728ae0bd2360d59a328192af0c50bdc,"68d29fcb759a8c8a4eb041b33c5cdea9","7b0311c979901362a2d854af072e3152"
RECESSION_ENERGY,MSBF_POP_0001_M000284_A01,MSBF_ACCT_B90BB6358AD71D6DEFA5,MSBF_ADV_C3C892568B4EDF614CCA,PAID_OFF,"2b1ed7d970594766c52c9e878a10c9cb",d733332bde98dd5c3f4f81d6644630be,c8f67edc0d70412b089942722c7b5ff6,"303196b3e0c56c83be301bd3826e9f9d",f775c3d4dcf373581b1512922019cc0a
RECESSION_ENERGY,MSBF_POP_0001_M000373_A01,MSBF_ACCT_5A60D5B03077F87556C4,MSBF_ADV_2F73C571C4FBCBE2CFF1,PAID_OFF,"4505bc072e6a951a3f3c6de7a71926c5","457fb9ae8aaf537db657c0309abf9fd4","832954ba1f2f1529396b33cf32817610","9896a38006b490faa5830107f1fb0ddd",e456a13475ef07afa1c115ca0a9d320e
RECESSION_ENERGY,MSBF_POP_0001_M000386_A01,MSBF_ACCT_0B6093E53E1EEBBCEF9A,MSBF_ADV_F975D7EEAEA38F5A2D9C,PAID_OFF,"8e2560b6b34380cc0e54915f313304d3",e071a56a5fa8ee06ba446e41a590e904,e8605646683d1a8be241c8830fc519c9,"0aedc196c7892becc10dd54be8ec5c6a",f157e0b8fbebf00dab5d44c948f7391e
RECESSION_ENERGY,MSBF_POP_0001_M000459_A01,MSBF_ACCT_A470B8C31744362044E3,MSBF_ADV_A39DB212339F2C7C65CA,PAID_OFF,"4689c23c2f057cd6765a3362c9420fab","0d4a1fbe891396c4f0a6404baf7d2da0",f471114aad20b827a53ef7f13233ed21,fd60f1a4d805f70d08b6d0666aed6e50,d4a1e3c5576ab3b86b62130623661db9
RECESSION_ENERGY,MSBF_POP_0001_M000599_A01,MSBF_ACCT_46C743C09E96A2499968,MSBF_ADV_D696B72F30F4F64A74B1,PAID_OFF,f35a85f8d41bf6dce3881e9825e85825,ce9aaf06dcbb77d52f8a951e1d704904,"2bb300e5d505156e793b15881ac72c49",f1de35804a68408c961db7ea7e3148f7,"95cf921b74dd2cf7712411f01774da41"
RECESSION_ENERGY,MSBF_POP_0001_M000642_A01,MSBF_ACCT_4DD0FD75C7DAA4E2216B,MSBF_ADV_B568989A7E2B27A1DC82,PAID_OFF,"58dbfcf820cd7146091435e2f5d9389b",a4c4e145d8b2b874946776ba36ea8d87,"9a8a5a402a2e98b7149f9ad601619d00",dada0ab3b8aadab57dd8a76e16a59190,"7d6cd8ef52b351f5dc1de951db709d1f"
