schema_name,table_name,table_comment,partition_by,column_ordinal,column_name,data_type,nullable,default_expression,primary_key_flag,foreign_key_reference,column_comment
msbf_ctl,run_registry,Technical run identity and frozen-governance references.,,14,contract_id,bigint,True,,False,msbf_ctl.contract_registry.contract_id,
msbf_ctl,run_registry,Technical run identity and frozen-governance references.,,15,as_of_date,date,False,,False,,
msbf_ctl,run_registry,Technical run identity and frozen-governance references.,,16,run_status,text,False,'PLANNED',False,,
msbf_ctl,run_registry,Technical run identity and frozen-governance references.,,17,started_at,timestamptz,True,,False,,
msbf_ctl,run_registry,Technical run identity and frozen-governance references.,,18,completed_at,timestamptz,True,,False,,
msbf_ctl,run_registry,Technical run identity and frozen-governance references.,,19,row_count,bigint,True,,False,,
msbf_ctl,run_registry,Technical run identity and frozen-governance references.,,20,parameter_snapshot_hash,text,True,,False,,
msbf_ctl,run_registry,Technical run identity and frozen-governance references.,,21,profile_snapshot_hash,text,True,,False,,
msbf_ctl,run_registry,Technical run identity and frozen-governance references.,,22,source_snapshot_hash,text,True,,False,,
msbf_ctl,run_registry,Technical run identity and frozen-governance references.,,23,code_version,text,False,,False,,
msbf_ctl,run_registry,Technical run identity and frozen-governance references.,,24,notes,text,True,,False,,
msbf_ctl,run_registry,Technical run identity and frozen-governance references.,,25,created_at,timestamptz,False,clock_timestamp(),False,,
msbf_ctl,run_profile_snapshot,Frozen profile snapshot by run.,,1,run_id,bigint,False,,True,msbf_ctl.run_registry.run_id,
msbf_ctl,run_profile_snapshot,Frozen profile snapshot by run.,,2,profile_domain,text,False,,True,,
msbf_ctl,run_profile_snapshot,Frozen profile snapshot by run.,,3,profile_code,text,False,,True,,
msbf_ctl,run_profile_snapshot,Frozen profile snapshot by run.,,4,profile_version,integer,False,,False,,
msbf_ctl,run_profile_snapshot,Frozen profile snapshot by run.,,5,resolved_profile_id,bigint,False,,False,,
msbf_ctl,run_profile_snapshot,Frozen profile snapshot by run.,,6,profile_hash,text,False,,False,,
msbf_ctl,run_profile_snapshot,Frozen profile snapshot by run.,,7,snapshot_payload,jsonb,False,,False,,
msbf_ctl,run_profile_snapshot,Frozen profile snapshot by run.,,8,created_at,timestamptz,False,clock_timestamp(),False,,
msbf_ctl,run_parameter_snapshot,Frozen resolved parameter snapshot.,,1,run_id,bigint,False,,True,msbf_ctl.run_registry.run_id,
msbf_ctl,run_parameter_snapshot,Frozen resolved parameter snapshot.,,2,parameter_name,text,False,,True,msbf_ctl.parameter_definition.parameter_name,
msbf_ctl,run_parameter_snapshot,Frozen resolved parameter snapshot.,,3,scope_key,text,False,,True,,
msbf_ctl,run_parameter_snapshot,Frozen resolved parameter snapshot.,,4,resolved_value,jsonb,False,,False,,
msbf_ctl,run_parameter_snapshot,Frozen resolved parameter snapshot.,,5,resolution_rank,smallint,False,,False,,
msbf_ctl,run_parameter_snapshot,Frozen resolved parameter snapshot.,,6,source_parameter_value_id,bigint,True,,False,msbf_ctl.parameter_value.parameter_value_id,
msbf_ctl,run_parameter_snapshot,Frozen resolved parameter snapshot.,,7,snapshot_hash,text,False,,False,,
msbf_ctl,run_source_snapshot,Frozen source-contract and cutoff evidence.,,1,run_id,bigint,False,,True,msbf_ctl.run_registry.run_id,
msbf_ctl,run_source_snapshot,Frozen source-contract and cutoff evidence.,,2,source_code,text,False,,True,msbf_ref.source_code.source_code,
msbf_ctl,run_source_snapshot,Frozen source-contract and cutoff evidence.,,3,source_contract_id,bigint,False,,False,msbf_ctl.source_contract.source_contract_id,
msbf_ctl,run_source_snapshot,Frozen source-contract and cutoff evidence.,,4,source_cutoff_timestamp,timestamptz,False,,False,,
msbf_ctl,run_source_snapshot,Frozen source-contract and cutoff evidence.,,5,source_row_count,bigint,True,,False,,
msbf_ctl,run_source_snapshot,Frozen source-contract and cutoff evidence.,,6,source_hash,text,True,,False,,
msbf_ctl,run_source_snapshot,Frozen source-contract and cutoff evidence.,,7,quality_status,text,False,,False,,
msbf_ctl,run_source_snapshot,Frozen source-contract and cutoff evidence.,,8,created_at,timestamptz,False,clock_timestamp(),False,,
msbf_ctl,run_evidence,"Technical, analytical, and governance evidence.",,1,run_id,bigint,False,,True,msbf_ctl.run_registry.run_id,
msbf_ctl,run_evidence,"Technical, analytical, and governance evidence.",,2,evidence_code,text,False,,True,,
msbf_ctl,run_evidence,"Technical, analytical, and governance evidence.",,3,segment_key,text,False,'PORTFOLIO',True,,
msbf_ctl,run_evidence,"Technical, analytical, and governance evidence.",,4,metric_name,text,False,,False,,
msbf_ctl,run_evidence,"Technical, analytical, and governance evidence.",,5,metric_value_numeric,"numeric(24,10)",True,,False,,
msbf_ctl,run_evidence,"Technical, analytical, and governance evidence.",,6,metric_value_text,text,True,,False,,
msbf_ctl,run_evidence,"Technical, analytical, and governance evidence.",,7,unit_code,text,True,,False,,
msbf_ctl,run_evidence,"Technical, analytical, and governance evidence.",,8,status,text,False,,False,,
msbf_ctl,run_evidence,"Technical, analytical, and governance evidence.",,9,threshold_value_numeric,"numeric(24,10)",True,,False,,
msbf_ctl,run_evidence,"Technical, analytical, and governance evidence.",,10,interpretation,text,True,,False,,
msbf_ctl,run_evidence,"Technical, analytical, and governance evidence.",,11,created_at,timestamptz,False,clock_timestamp(),False,,
msbf_ctl,acceptance_gate_result,Immutable acceptance-gate result.,,1,run_id,bigint,False,,True,msbf_ctl.run_registry.run_id,
msbf_ctl,acceptance_gate_result,Immutable acceptance-gate result.,,2,gate_id,text,False,,True,msbf_ref.acceptance_gate_catalog.gate_id,
msbf_ctl,acceptance_gate_result,Immutable acceptance-gate result.,,3,review_version,integer,False,1,True,,
msbf_ctl,acceptance_gate_result,Immutable acceptance-gate result.,,4,result_status,text,False,,False,,
msbf_ctl,acceptance_gate_result,Immutable acceptance-gate result.,,5,observed_value,text,True,,False,,
msbf_ctl,acceptance_gate_result,Immutable acceptance-gate result.,,6,threshold_value,text,True,,False,,
msbf_ctl,acceptance_gate_result,Immutable acceptance-gate result.,,7,finding,text,True,,False,,
msbf_ctl,acceptance_gate_result,Immutable acceptance-gate result.,,8,residual_limitation,text,True,,False,,
msbf_ctl,acceptance_gate_result,Immutable acceptance-gate result.,,9,reviewer_role,text,False,,False,,
msbf_ctl,acceptance_gate_result,Immutable acceptance-gate result.,,10,reviewed_at,timestamptz,False,clock_timestamp(),False,,
msbf_ctl,profile_resolution_error,Fail-fast profile/parameter/source resolution errors.,,1,resolution_error_id,bigint GENERATED ALWAYS AS IDENTITY,False,,True,,
msbf_ctl,profile_resolution_error,Fail-fast profile/parameter/source resolution errors.,,2,run_id,bigint,True,,False,msbf_ctl.run_registry.run_id,
msbf_ctl,profile_resolution_error,Fail-fast profile/parameter/source resolution errors.,,3,profile_domain,text,False,,False,,
msbf_ctl,profile_resolution_error,Fail-fast profile/parameter/source resolution errors.,,4,scope_key,text,False,,False,,
msbf_ctl,profile_resolution_error,Fail-fast profile/parameter/source resolution errors.,,5,error_code,text,False,,False,,
msbf_ctl,profile_resolution_error,Fail-fast profile/parameter/source resolution errors.,,6,severity,text,False,,False,,
msbf_ctl,profile_resolution_error,Fail-fast profile/parameter/source resolution errors.,,7,error_message,text,False,,False,,
msbf_ctl,profile_resolution_error,Fail-fast profile/parameter/source resolution errors.,,8,created_at,timestamptz,False,clock_timestamp(),False,,
msbf_m1,population_registry,Deterministic synthetic population identity.,,1,population_id,text,False,,True,,
msbf_m1,population_registry,Deterministic synthetic population identity.,,2,population_version,integer,False,1,False,,
msbf_m1,population_registry,Deterministic synthetic population identity.,,3,parameter_set_id,bigint,False,,False,msbf_ctl.parameter_set.parameter_set_id,
msbf_m1,population_registry,Deterministic synthetic population identity.,,4,deterministic_seed_version,text,False,,False,,
msbf_m1,population_registry,Deterministic synthetic population identity.,,5,merchant_count,integer,False,,False,,
msbf_m1,population_registry,Deterministic synthetic population identity.,,6,history_start_date,date,False,,False,,
msbf_m1,population_registry,Deterministic synthetic population identity.,,7,history_end_date,date,False,,False,,
msbf_m1,population_registry,Deterministic synthetic population identity.,,8,population_status,text,False,'PLANNED',False,,
msbf_m1,population_registry,Deterministic synthetic population identity.,,9,population_hash,text,True,,False,,
msbf_m1,population_registry,Deterministic synthetic population identity.,,10,created_by_run_id,bigint,True,,False,msbf_ctl.run_registry.run_id,
msbf_m1,population_registry,Deterministic synthetic population identity.,,11,created_at,timestamptz,False,clock_timestamp(),False,,
msbf_m1,merchant_master,Stable synthetic merchant identity.,,1,merchant_id,text,False,,True,,
msbf_m1,merchant_master,Stable synthetic merchant identity.,,2,population_id,text,False,,False,msbf_m1.population_registry.population_id,
msbf_m1,merchant_master,Stable synthetic merchant identity.,,3,synthetic_business_name,text,False,,False,,
msbf_m1,merchant_master,Stable synthetic merchant identity.,,4,legal_entity_type,text,False,,False,,
msbf_m1,merchant_master,Stable synthetic merchant identity.,,5,region_code,text,False,,False,msbf_ref.geography_region.region_code,
msbf_m1,merchant_master,Stable synthetic merchant identity.,,6,incorporation_date,date,False,,False,,
msbf_m1,merchant_master,Stable synthetic merchant identity.,,7,merchant_size_tier,text,False,,False,,
msbf_m1,merchant_master,Stable synthetic merchant identity.,,8,annual_sales_band,text,False,,False,,
msbf_m1,merchant_master,Stable synthetic merchant identity.,,9,base_currency,char(3),False,'USD',False,,
msbf_m1,merchant_master,Stable synthetic merchant identity.,,10,active_flag,boolean,False,true,False,,
msbf_m1,merchant_master,Stable synthetic merchant identity.,,11,synthetic_data_flag,boolean,False,true,False,,
msbf_m1,merchant_master,Stable synthetic merchant identity.,,12,created_date,date,False,,False,,
msbf_m1,merchant_master,Stable synthetic merchant identity.,,13,intrinsic_profile_hash,text,False,,False,,
msbf_m1,merchant_master,Stable synthetic merchant identity.,,14,created_by_run_id,bigint,False,,False,msbf_ctl.run_registry.run_id,
msbf_m1,merchant_owner_guarantor,Synthetic owner/guarantor risk evidence; no real PII.,,1,merchant_id,text,False,,True,msbf_m1.merchant_master.merchant_id,
msbf_m1,merchant_owner_guarantor,Synthetic owner/guarantor risk evidence; no real PII.,,2,party_id,text,False,,True,,
msbf_m1,merchant_owner_guarantor,Synthetic owner/guarantor risk evidence; no real PII.,,3,party_role,text,False,,True,,
msbf_m1,merchant_owner_guarantor,Synthetic owner/guarantor risk evidence; no real PII.,,4,effective_start_date,date,False,,True,,
msbf_m1,merchant_owner_guarantor,Synthetic owner/guarantor risk evidence; no real PII.,,5,effective_end_date,date,True,,False,,
msbf_m1,merchant_owner_guarantor,Synthetic owner/guarantor risk evidence; no real PII.,,6,ownership_rate,"numeric(9,6)",True,,False,,
msbf_m1,merchant_owner_guarantor,Synthetic owner/guarantor risk evidence; no real PII.,,7,owner_credit_score,smallint,True,,False,,
msbf_m1,merchant_owner_guarantor,Synthetic owner/guarantor risk evidence; no real PII.,,8,owner_credit_band,text,True,,False,,
msbf_m1,merchant_owner_guarantor,Synthetic owner/guarantor risk evidence; no real PII.,,9,major_derogatory_flag,boolean,False,false,False,,
msbf_m1,merchant_owner_guarantor,Synthetic owner/guarantor risk evidence; no real PII.,,10,bankruptcy_flag,boolean,False,false,False,,
msbf_m1,merchant_owner_guarantor,Synthetic owner/guarantor risk evidence; no real PII.,,11,personal_guarantee_available_flag,boolean,False,false,False,,
msbf_m1,merchant_owner_guarantor,Synthetic owner/guarantor risk evidence; no real PII.,,12,guarantee_capacity_amount,"numeric(18,2)",True,,False,,
msbf_m1,merchant_owner_guarantor,Synthetic owner/guarantor risk evidence; no real PII.,,13,synthetic_data_flag,boolean,False,true,False,,
msbf_m1,merchant_owner_guarantor,Synthetic owner/guarantor risk evidence; no real PII.,,14,created_by_run_id,bigint,False,,False,msbf_ctl.run_registry.run_id,
msbf_m1,merchant_industry_assignment,Effective-dated merchant industry assignment.,,1,merchant_id,text,False,,True,msbf_m1.merchant_master.merchant_id,
msbf_m1,merchant_industry_assignment,Effective-dated merchant industry assignment.,,2,industry_code,text,False,,True,msbf_ref.industry.industry_code,
msbf_m1,merchant_industry_assignment,Effective-dated merchant industry assignment.,,3,assignment_type,text,False,'PRIMARY',False,,
msbf_m1,merchant_industry_assignment,Effective-dated merchant industry assignment.,,4,effective_start_date,date,False,,True,,
msbf_m1,merchant_industry_assignment,Effective-dated merchant industry assignment.,,5,effective_end_date,date,True,,False,,
msbf_m1,merchant_industry_assignment,Effective-dated merchant industry assignment.,,6,revenue_share_rate,"numeric(9,6)",False,1,False,,
msbf_m1,merchant_industry_assignment,Effective-dated merchant industry assignment.,,7,created_by_run_id,bigint,False,,False,msbf_ctl.run_registry.run_id,
msbf_m1,partner_channel,Synthetic acquisition/processor channel.,,1,partner_channel_id,text,False,,True,,
msbf_m1,partner_channel,Synthetic acquisition/processor channel.,,2,partner_name_synthetic,text,False,,False,,
msbf_m1,partner_channel,Synthetic acquisition/processor channel.,,3,channel_type,text,False,,False,,
msbf_m1,partner_channel,Synthetic acquisition/processor channel.,,4,partner_risk_tier,smallint,False,,False,,
msbf_m1,partner_channel,Synthetic acquisition/processor channel.,,5,acquisition_cost_rate,"numeric(9,6)",False,0,False,,
msbf_m1,partner_channel,Synthetic acquisition/processor channel.,,6,processor_affiliated_flag,boolean,False,false,False,,
msbf_m1,partner_channel,Synthetic acquisition/processor channel.,,7,effective_start_date,date,False,,False,,
msbf_m1,partner_channel,Synthetic acquisition/processor channel.,,8,effective_end_date,date,True,,False,,
msbf_m1,partner_channel,Synthetic acquisition/processor channel.,,9,status,text,False,'ACTIVE',False,,
msbf_m1,partner_channel,Synthetic acquisition/processor channel.,,10,created_by_run_id,bigint,False,,False,msbf_ctl.run_registry.run_id,
msbf_m1,processor_account,Merchant-processor account and continuity metadata.,,1,processor_account_id,text,False,,True,,
msbf_m1,processor_account,Merchant-processor account and continuity metadata.,,2,merchant_id,text,False,,False,msbf_m1.merchant_master.merchant_id,
msbf_m1,processor_account,Merchant-processor account and continuity metadata.,,3,partner_channel_id,text,True,,False,msbf_m1.partner_channel.partner_channel_id,
msbf_m1,processor_account,Merchant-processor account and continuity metadata.,,4,processor_name_synthetic,text,False,,False,,
msbf_m1,processor_account,Merchant-processor account and continuity metadata.,,5,processor_account_open_date,date,False,,False,,
msbf_m1,processor_account,Merchant-processor account and continuity metadata.,,6,effective_start_date,date,False,,False,,
msbf_m1,processor_account,Merchant-processor account and continuity metadata.,,7,effective_end_date,date,True,,False,,
msbf_m1,processor_account,Merchant-processor account and continuity metadata.,,8,processor_status,text,False,,False,,
msbf_m1,processor_account,Merchant-processor account and continuity metadata.,,9,data_connection_status,text,False,,False,,
msbf_m1,processor_account,Merchant-processor account and continuity metadata.,,10,split_funding_capable_flag,boolean,False,true,False,,
msbf_m1,processor_account,Merchant-processor account and continuity metadata.,,11,settlement_delay_days,smallint,False,1,False,,
msbf_m1,processor_account,Merchant-processor account and continuity metadata.,,12,processor_risk_tier,smallint,False,1,False,,
msbf_m1,processor_account,Merchant-processor account and continuity metadata.,,13,created_by_run_id,bigint,False,,False,msbf_ctl.run_registry.run_id,
msbf_m1,merchant_relationship_snapshot,"As-of relationship evidence for low-and-grow, renewal, and wallet strategy.",,1,merchant_id,text,False,,True,msbf_m1.merchant_master.merchant_id,
msbf_m1,merchant_relationship_snapshot,"As-of relationship evidence for low-and-grow, renewal, and wallet strategy.",,2,as_of_date,date,False,,True,,
msbf_m1,merchant_relationship_snapshot,"As-of relationship evidence for low-and-grow, renewal, and wallet strategy.",,3,relationship_stage,text,False,,False,,
msbf_m1,merchant_relationship_snapshot,"As-of relationship evidence for low-and-grow, renewal, and wallet strategy.",,4,prior_advance_count,integer,False,0,False,,
msbf_m1,merchant_relationship_snapshot,"As-of relationship evidence for low-and-grow, renewal, and wallet strategy.",,5,completed_advance_count,integer,False,0,False,,
msbf_m1,merchant_relationship_snapshot,"As-of relationship evidence for low-and-grow, renewal, and wallet strategy.",,6,prior_default_flag,boolean,False,false,False,,
msbf_m1,merchant_relationship_snapshot,"As-of relationship evidence for low-and-grow, renewal, and wallet strategy.",,7,prior_payment_interruption_flag,boolean,False,false,False,,
msbf_m1,merchant_relationship_snapshot,"As-of relationship evidence for low-and-grow, renewal, and wallet strategy.",,8,total_prior_funded_amount,"numeric(18,2)",False,0,False,,
msbf_m1,merchant_relationship_snapshot,"As-of relationship evidence for low-and-grow, renewal, and wallet strategy.",,9,total_prior_repaid_amount,"numeric(18,2)",False,0,False,,
msbf_m1,merchant_relationship_snapshot,"As-of relationship evidence for low-and-grow, renewal, and wallet strategy.",,10,deposit_relationship_flag,boolean,False,false,False,,
msbf_m1,merchant_relationship_snapshot,"As-of relationship evidence for low-and-grow, renewal, and wallet strategy.",,11,merchant_services_relationship_flag,boolean,False,true,False,,
msbf_m1,merchant_relationship_snapshot,"As-of relationship evidence for low-and-grow, renewal, and wallet strategy.",,12,wallet_share_proxy,"numeric(9,6)",True,,False,,
msbf_m1,merchant_relationship_snapshot,"As-of relationship evidence for low-and-grow, renewal, and wallet strategy.",,13,relationship_quality_tier,smallint,True,,False,,
msbf_m1,merchant_relationship_snapshot,"As-of relationship evidence for low-and-grow, renewal, and wallet strategy.",,14,snapshot_hash,text,False,,False,,
msbf_m1,merchant_relationship_snapshot,"As-of relationship evidence for low-and-grow, renewal, and wallet strategy.",,15,created_by_run_id,bigint,False,,False,msbf_ctl.run_registry.run_id,
msbf_m1,merchant_application,Application/request identity and sales-linked structure.,,1,merchant_application_id,text,False,,True,,
msbf_m1,merchant_application,Application/request identity and sales-linked structure.,,2,population_id,text,False,,False,msbf_m1.population_registry.population_id,
msbf_m1,merchant_application,Application/request identity and sales-linked structure.,,3,merchant_id,text,False,,False,msbf_m1.merchant_master.merchant_id,
msbf_m1,merchant_application,Application/request identity and sales-linked structure.,,4,processor_account_id,text,False,,False,msbf_m1.processor_account.processor_account_id,
msbf_m1,merchant_application,Application/request identity and sales-linked structure.,,5,partner_channel_id,text,True,,False,msbf_m1.partner_channel.partner_channel_id,
msbf_m1,merchant_application,Application/request identity and sales-linked structure.,,6,application_date,date,False,,False,,
msbf_m1,merchant_application,Application/request identity and sales-linked structure.,,7,as_of_date,date,False,,False,,
msbf_m1,merchant_application,Application/request identity and sales-linked structure.,,8,requested_funding_amount,"numeric(18,2)",False,,False,,
msbf_m1,merchant_application,Application/request identity and sales-linked structure.,,9,requested_remittance_rate,"numeric(9,6)",False,,False,,
msbf_m1,merchant_application,Application/request identity and sales-linked structure.,,10,requested_expected_payoff_days,smallint,False,,False,,
msbf_m1,merchant_application,Application/request identity and sales-linked structure.,,11,requested_total_repayment_amount,"numeric(18,2)",False,,False,,
msbf_m1,merchant_application,Application/request identity and sales-linked structure.,,12,requested_finance_charge_amount,"numeric(18,2)",False,,False,,
msbf_m1,merchant_application,Application/request identity and sales-linked structure.,,13,requested_use_of_proceeds,text,False,,False,,
msbf_m1,merchant_application,Application/request identity and sales-linked structure.,,14,application_channel,text,False,,False,,
msbf_m1,merchant_application,Application/request identity and sales-linked structure.,,15,application_status,text,False,'SUBMITTED',False,,
msbf_m1,merchant_application,Application/request identity and sales-linked structure.,,16,request_hash,text,False,,False,,
msbf_m1,merchant_application,Application/request identity and sales-linked structure.,,17,created_by_run_id,bigint,False,,False,msbf_ctl.run_registry.run_id,
msbf_m1,source_snapshot,"Run-scoped application/source availability, depth, freshness, reconciliation, and confidence.",,1,source_snapshot_id,bigint GENERATED ALWAYS AS IDENTITY,False,,True,,
msbf_m1,source_snapshot,"Run-scoped application/source availability, depth, freshness, reconciliation, and confidence.",,2,module1_run_id,bigint,False,,False,msbf_ctl.run_registry.run_id,
msbf_m1,source_snapshot,"Run-scoped application/source availability, depth, freshness, reconciliation, and confidence.",,3,merchant_application_id,text,False,,False,msbf_m1.merchant_application.merchant_application_id,
msbf_m1,source_snapshot,"Run-scoped application/source availability, depth, freshness, reconciliation, and confidence.",,4,source_code,text,False,,False,msbf_ref.source_code.source_code,
msbf_m1,source_snapshot,"Run-scoped application/source availability, depth, freshness, reconciliation, and confidence.",,5,source_contract_id,bigint,False,,False,msbf_ctl.source_contract.source_contract_id,
msbf_m1,source_snapshot,"Run-scoped application/source availability, depth, freshness, reconciliation, and confidence.",,6,as_of_timestamp,timestamptz,False,,False,,
msbf_m1,source_snapshot,"Run-scoped application/source availability, depth, freshness, reconciliation, and confidence.",,7,history_start_date,date,True,,False,,
msbf_m1,source_snapshot,"Run-scoped application/source availability, depth, freshness, reconciliation, and confidence.",,8,history_end_date,date,True,,False,,
msbf_m1,source_snapshot,"Run-scoped application/source availability, depth, freshness, reconciliation, and confidence.",,9,expected_observation_count,integer,True,,False,,
msbf_m1,source_snapshot,"Run-scoped application/source availability, depth, freshness, reconciliation, and confidence.",,10,observed_observation_count,integer,True,,False,,
msbf_m1,source_snapshot,"Run-scoped application/source availability, depth, freshness, reconciliation, and confidence.",,11,completeness_rate,"numeric(9,6)",True,,False,,
msbf_m1,source_snapshot,"Run-scoped application/source availability, depth, freshness, reconciliation, and confidence.",,12,freshness_age_hours,integer,True,,False,,
msbf_m1,source_snapshot,"Run-scoped application/source availability, depth, freshness, reconciliation, and confidence.",,13,reconciliation_rate,"numeric(9,6)",True,,False,,
msbf_m1,source_snapshot,"Run-scoped application/source availability, depth, freshness, reconciliation, and confidence.",,14,availability_status,text,False,,False,,
msbf_m1,source_snapshot,"Run-scoped application/source availability, depth, freshness, reconciliation, and confidence.",,15,quality_status,text,False,,False,,
msbf_m1,source_snapshot,"Run-scoped application/source availability, depth, freshness, reconciliation, and confidence.",,16,data_confidence_score,"numeric(9,6)",False,,False,,
msbf_m1,source_snapshot,"Run-scoped application/source availability, depth, freshness, reconciliation, and confidence.",,17,fallback_path_code,text,True,,False,,
msbf_m1,source_snapshot,"Run-scoped application/source availability, depth, freshness, reconciliation, and confidence.",,18,source_hash,text,False,,False,,
msbf_m1,application_obligation_snapshot,As-of existing debt/remittance obligations and stacking evidence.,,1,merchant_application_id,text,False,,True,msbf_m1.merchant_application.merchant_application_id,
msbf_m1,application_obligation_snapshot,As-of existing debt/remittance obligations and stacking evidence.,,2,obligation_id,text,False,,True,,
msbf_m1,application_obligation_snapshot,As-of existing debt/remittance obligations and stacking evidence.,,3,as_of_date,date,False,,True,,
msbf_m1,application_obligation_snapshot,As-of existing debt/remittance obligations and stacking evidence.,,4,obligation_type,text,False,,False,,
msbf_m1,application_obligation_snapshot,As-of existing debt/remittance obligations and stacking evidence.,,5,outstanding_balance,"numeric(18,2)",False,0,False,,
msbf_m1,application_obligation_snapshot,As-of existing debt/remittance obligations and stacking evidence.,,6,daily_payment_amount,"numeric(18,2)",False,0,False,,
msbf_m1,application_obligation_snapshot,As-of existing debt/remittance obligations and stacking evidence.,,7,monthly_payment_amount,"numeric(18,2)",False,0,False,,
msbf_m1,application_obligation_snapshot,As-of existing debt/remittance obligations and stacking evidence.,,8,remittance_rate,"numeric(9,6)",True,,False,,
msbf_m1,application_obligation_snapshot,As-of existing debt/remittance obligations and stacking evidence.,,9,lien_position,smallint,True,,False,,
msbf_m1,application_obligation_snapshot,As-of existing debt/remittance obligations and stacking evidence.,,10,short_term_financing_flag,boolean,False,false,False,,
msbf_m1,application_obligation_snapshot,As-of existing debt/remittance obligations and stacking evidence.,,11,stacking_sequence,smallint,True,,False,,
msbf_m1,application_obligation_snapshot,As-of existing debt/remittance obligations and stacking evidence.,,12,source_snapshot_id,bigint,True,,False,msbf_m1.source_snapshot.source_snapshot_id,
msbf_m1,application_obligation_snapshot,As-of existing debt/remittance obligations and stacking evidence.,,13,created_by_run_id,bigint,False,,False,msbf_m1.source_snapshot.module1_run_id,
msbf_m1,collateral_availability_snapshot,Collateral availability only; not final lien/perfection or offer package.,,1,merchant_application_id,text,False,,True,msbf_m1.merchant_application.merchant_application_id,
msbf_m1,collateral_availability_snapshot,Collateral availability only; not final lien/perfection or offer package.,,2,collateral_type,text,False,,True,,
msbf_m1,collateral_availability_snapshot,Collateral availability only; not final lien/perfection or offer package.,,3,as_of_date,date,False,,True,,
