"module1_run_id","scenario_id","scenario_code","merchant_application_id","population_id","merchant_id","as_of_date","industry_code","merchant_size_tier","relationship_stage","partner_channel_id","channel_type","source_confidence_score","data_confidence_tier","verification_disposition","fraud_risk_tier","processor_continuity_status","avg_daily_eligible_sales_30d","average_available_balance_30d","capacity_tier","affordability_status","archetype_code","operating_resilience_score","resilience_tier","integrated_risk_score","synthetic_merchant_risk_proxy","integrated_risk_tier","path_weighted_ead_amount","lgd_input_rate","schedule_adjusted_comparative_expected_loss_amount","risk_adjusted_contribution_amount","annualized_risk_adjusted_return_rate","economic_tier","economic_status","hard_stop_recommended_flag","manual_review_recommended_flag","m1_15_contract_evidence_status","m1_15_contract_row_hash","primary_source_code","primary_campaign_id","attribution_confidence_score","attribution_confidence_tier","touchpoint_count","assisted_touch_count","attribution_evidence_status","direct_attributable_incurred_cost_amount","internally_allocated_acquisition_cost_amount","total_incurred_pre_application_cost_amount","detailed_conditional_partner_broker_cost_amount","detailed_total_acquisition_cost_if_booked","accepted_m1_14_acquisition_cost_amount","identified_legacy_overlap_amount","unmapped_legacy_proxy_amount","incremental_acquisition_cost_beyond_m1_14","enhanced_total_acquisition_cost_if_booked","cost_evidence_status","overlap_evidence_status","acquisition_contract_evidence_status","m1_16_contract_row_hash"
1,5,BASELINE,MSBF_POP_0001_M000006_A01,MSBF_POP_0001,MSBF_POP_0001_M000006,2026-07-23,PROFESSIONAL_SERVICES,MIDDLE,RETURNING_GOOD,CH_STRATEGIC_PARTNER,STRATEGIC_PARTNER,0.951637,HIGH,REVIEW,1,DISRUPTED,,165198.79,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,,5,,,5,93485.71,0.58000000,,,,5,INSUFFICIENT_EVIDENCE,false,true,BLOCKED,b947f463e75338ae5ff152747338bee5,SRC_PARTNER_SOFTWARE_PLATFORM,ACQ_PARTNER_SOFTWARE_PLATFORM,0.750000,MEDIUM,2,1,PARTIAL,0.00,100.00,100.00,3000.00,3100.00,3750.00,3050.00,700.00,50.00,3800.00,PARTIAL,PARTIAL,PARTIAL,"286fdfffdfef961f071ac371a12bb87f"
1,6,RECESSION_ENERGY,MSBF_POP_0001_M000006_A01,MSBF_POP_0001,MSBF_POP_0001_M000006,2026-07-23,PROFESSIONAL_SERVICES,MIDDLE,RETURNING_GOOD,CH_STRATEGIC_PARTNER,STRATEGIC_PARTNER,0.951637,HIGH,REVIEW,1,DISRUPTED,,109973.86,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,,5,,,5,93485.71,0.60400000,,,,5,INSUFFICIENT_EVIDENCE,false,true,BLOCKED,"904c2ca065f48aac56cacced18112cf2",SRC_PARTNER_SOFTWARE_PLATFORM,ACQ_PARTNER_SOFTWARE_PLATFORM,0.750000,MEDIUM,2,1,PARTIAL,0.00,100.00,100.00,3000.00,3100.00,3750.00,3050.00,700.00,50.00,3800.00,PARTIAL,PARTIAL,PARTIAL,"286fdfffdfef961f071ac371a12bb87f"
1,5,BASELINE,MSBF_POP_0001_M000007_A01,MSBF_POP_0001,MSBF_POP_0001_M000007,2026-07-23,RESTAURANT_FOOD_SERVICE,MICRO,NEW,CH_STRATEGIC_PARTNER,STRATEGIC_PARTNER,0.960924,HIGH,CLEAR,1,STABLE,776.03,10392.11,4,UNAFFORDABLE,STABLE,77.522236,2,25.371449,0.25371449,2,3044.87,0.68000000,525.32,46.36,0.05640467,4,BELOW_HURDLE,false,true,PARTIAL,"0b6ba24e004952bcecbbfba43f589123",SRC_PARTNER_SOFTWARE_PLATFORM,ACQ_PARTNER_SOFTWARE_PLATFORM,0.750000,MEDIUM,1,0,PARTIAL,0.00,100.00,100.00,100.00,200.00,125.00,125.00,0.00,75.00,200.00,PARTIAL,PARTIAL,PARTIAL,"60e1ec8517aedfb9a728c3ba37ad24ba"
1,6,RECESSION_ENERGY,MSBF_POP_0001_M000007_A01,MSBF_POP_0001,MSBF_POP_0001_M000007,2026-07-23,RESTAURANT_FOOD_SERVICE,MICRO,NEW,CH_STRATEGIC_PARTNER,STRATEGIC_PARTNER,0.960924,HIGH,CLEAR,1,STABLE,668.36,209.94,4,UNAFFORDABLE,STABLE,54.675921,3,42.898399,0.42898399,3,3241.60,0.72800000,1012.35,-444.16,-0.54039467,4,NEGATIVE_CONTRIBUTION,false,true,PARTIAL,b509b2f5ead621e680413272110b3f13,SRC_PARTNER_SOFTWARE_PLATFORM,ACQ_PARTNER_SOFTWARE_PLATFORM,0.750000,MEDIUM,1,0,PARTIAL,0.00,100.00,100.00,100.00,200.00,125.00,125.00,0.00,75.00,200.00,PARTIAL,PARTIAL,PARTIAL,"60e1ec8517aedfb9a728c3ba37ad24ba"
1,5,BASELINE,MSBF_POP_0001_M000008_A01,MSBF_POP_0001,MSBF_POP_0001_M000008,2026-07-23,CONSTRUCTION_TRADES,LOWER_MIDDLE,RETURNING_GOOD,CH_STRATEGIC_PARTNER,STRATEGIC_PARTNER,0.957651,HIGH,REVIEW,1,DISRUPTED,,63668.82,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,,5,,,5,25682.92,0.72000000,,,,5,INSUFFICIENT_EVIDENCE,false,true,BLOCKED,"4ea15b16cf35f86e30141dc60c91be99",SRC_PARTNER_SOFTWARE_PLATFORM,ACQ_PARTNER_SOFTWARE_PLATFORM,0.750000,MEDIUM,1,0,PARTIAL,0.00,100.00,100.00,910.00,1010.00,1137.50,960.00,177.50,50.00,1187.50,PARTIAL,PARTIAL,PARTIAL,"7bbb8b3acd800d9890956dadc90851ca"
1,6,RECESSION_ENERGY,MSBF_POP_0001_M000008_A01,MSBF_POP_0001,MSBF_POP_0001_M000008,2026-07-23,CONSTRUCTION_TRADES,LOWER_MIDDLE,RETURNING_GOOD,CH_STRATEGIC_PARTNER,STRATEGIC_PARTNER,0.957651,HIGH,REVIEW,1,DISRUPTED,,35121.40,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,,5,,,5,25682.92,0.77600000,,,,5,INSUFFICIENT_EVIDENCE,false,true,BLOCKED,"09f5af207610f4f773b114e0b68beadc",SRC_PARTNER_SOFTWARE_PLATFORM,ACQ_PARTNER_SOFTWARE_PLATFORM,0.750000,MEDIUM,1,0,PARTIAL,0.00,100.00,100.00,910.00,1010.00,1137.50,960.00,177.50,50.00,1187.50,PARTIAL,PARTIAL,PARTIAL,"7bbb8b3acd800d9890956dadc90851ca"
1,5,BASELINE,MSBF_POP_0001_M000009_A01,MSBF_POP_0001,MSBF_POP_0001_M000009,2026-07-23,RESTAURANT_FOOD_SERVICE,SMALL,RETURNING_GOOD,CH_STRATEGIC_PARTNER,STRATEGIC_PARTNER,0.570833,REVIEW,INSUFFICIENT_EVIDENCE,3,DISRUPTED,,,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,,5,,,5,5224.26,0.68000000,,,,5,INSUFFICIENT_EVIDENCE,true,true,BLOCKED,d2e4d326ee6bebce8305c4e3496f5252,SRC_PARTNER_SOFTWARE_PLATFORM,ACQ_PARTNER_SOFTWARE_PLATFORM,0.750000,MEDIUM,2,1,PARTIAL,0.00,100.00,100.00,156.00,256.00,195.00,195.00,0.00,61.00,256.00,PARTIAL,PARTIAL,PARTIAL,fb56249222ed1d5d0142be5d2c07f3be
1,6,RECESSION_ENERGY,MSBF_POP_0001_M000009_A01,MSBF_POP_0001,MSBF_POP_0001_M000009,2026-07-23,RESTAURANT_FOOD_SERVICE,SMALL,RETURNING_GOOD,CH_STRATEGIC_PARTNER,STRATEGIC_PARTNER,0.570833,REVIEW,INSUFFICIENT_EVIDENCE,3,DISRUPTED,,,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,,5,,,5,5224.26,0.72800000,,,,5,INSUFFICIENT_EVIDENCE,true,true,BLOCKED,"36597d74515f41e65f5c082a72e30068",SRC_PARTNER_SOFTWARE_PLATFORM,ACQ_PARTNER_SOFTWARE_PLATFORM,0.750000,MEDIUM,2,1,PARTIAL,0.00,100.00,100.00,156.00,256.00,195.00,195.00,0.00,61.00,256.00,PARTIAL,PARTIAL,PARTIAL,fb56249222ed1d5d0142be5d2c07f3be
1,5,BASELINE,MSBF_POP_0001_M000010_A01,MSBF_POP_0001,MSBF_POP_0001_M000010,2026-07-23,TRANSPORTATION_LOGISTICS,MICRO,RETURNING_GOOD,CH_DIGITAL_DIRECT,DIGITAL_DIRECT,0.917432,HIGH,CLEAR,1,MONITORED,424.97,20050.68,4,UNAFFORDABLE,STABLE,69.635399,2,30.871426,0.30871426,2,2822.55,0.74000000,644.81,-262.85,-0.63960167,4,NEGATIVE_CONTRIBUTION,false,true,PARTIAL,"62c7f8d3b17f5c1ee27b2103158d02b1",SRC_DIGITAL_PAID_SEARCH,ACQ_DIGITAL_PAID_SEARCH_BRAND,0.750000,MEDIUM,2,1,PARTIAL,25.00,0.00,25.00,40.00,65.00,90.00,55.00,35.00,10.00,100.00,COMPLETE,PARTIAL,PARTIAL,"50de7d5e355d5136bb56976184f2475b"
1,6,RECESSION_ENERGY,MSBF_POP_0001_M000010_A01,MSBF_POP_0001,MSBF_POP_0001_M000010,2026-07-23,TRANSPORTATION_LOGISTICS,MICRO,RETURNING_GOOD,CH_DIGITAL_DIRECT,DIGITAL_DIRECT,0.917432,HIGH,CLEAR,1,MONITORED,345.04,13680.87,4,UNAFFORDABLE,DECLINING,64.287921,3,32.492800,0.32492800,2,2822.55,0.80400000,737.37,-355.41,-0.86483100,4,NEGATIVE_CONTRIBUTION,false,true,PARTIAL,"9a168f8e42711acab42a4afe46218b2e",SRC_DIGITAL_PAID_SEARCH,ACQ_DIGITAL_PAID_SEARCH_BRAND,0.750000,MEDIUM,2,1,PARTIAL,25.00,0.00,25.00,40.00,65.00,90.00,55.00,35.00,10.00,100.00,COMPLETE,PARTIAL,PARTIAL,"50de7d5e355d5136bb56976184f2475b"
1,5,BASELINE,MSBF_POP_0001_M000011_A01,MSBF_POP_0001,MSBF_POP_0001_M000011,2026-07-23,PROFESSIONAL_SERVICES,MICRO,NEW,CH_PROCESSOR_DIRECT,PROCESSOR_DIRECT,0.981326,HIGH,REVIEW,1,STABLE,1660.15,28555.49,4,UNAFFORDABLE,VOLATILE,67.742825,2,29.633063,0.29633063,2,2010.09,0.58000000,345.48,310.45,0.75542833,1,ABOVE_HURDLE,false,true,PARTIAL,"194b3001a83b9399615d0a0f8d8415bf",SRC_PROC_PORTAL,ACQ_PROC_PORTAL_ALWAYS_ON,0.750000,MEDIUM,1,0,PARTIAL,0.00,40.00,40.00,30.00,70.00,50.00,50.00,0.00,20.00,70.00,PARTIAL,PARTIAL,PARTIAL,d7da5698d5739016d7fc7b4cb2ffc8e3
1,6,RECESSION_ENERGY,MSBF_POP_0001_M000011_A01,MSBF_POP_0001,MSBF_POP_0001_M000011,2026-07-23,PROFESSIONAL_SERVICES,MICRO,NEW,CH_PROCESSOR_DIRECT,PROCESSOR_DIRECT,0.981326,HIGH,REVIEW,1,STABLE,,4656.63,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,,5,,,5,2935.29,0.60400000,,,,5,INSUFFICIENT_EVIDENCE,false,true,BLOCKED,"5aebe51d930a3594cbc3b3a565780532",SRC_PROC_PORTAL,ACQ_PROC_PORTAL_ALWAYS_ON,0.750000,MEDIUM,1,0,PARTIAL,0.00,40.00,40.00,30.00,70.00,50.00,50.00,0.00,20.00,70.00,PARTIAL,PARTIAL,PARTIAL,d7da5698d5739016d7fc7b4cb2ffc8e3
1,5,BASELINE,MSBF_POP_0001_M000012_A01,MSBF_POP_0001,MSBF_POP_0001_M000012,2026-07-23,RESTAURANT_FOOD_SERVICE,SMALL,RETURNING_MIXED,CH_PROCESSOR_DIRECT,PROCESSOR_DIRECT,0.974388,HIGH,STOP,3,STABLE,3433.54,-1985.28,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,,5,,,5,5415.13,0.68000000,,,,5,INSUFFICIENT_EVIDENCE,true,true,BLOCKED,"083b6c583d0fc5500bafd466f566c13d",SRC_PROC_PORTAL,ACQ_PROC_PORTAL_ALWAYS_ON,0.750000,MEDIUM,2,1,PARTIAL,0.00,40.00,40.00,78.60,118.60,131.00,98.60,32.40,20.00,151.00,PARTIAL,PARTIAL,PARTIAL,"6f9e5e2e434d2b4862444ae285f6be51"
1,6,RECESSION_ENERGY,MSBF_POP_0001_M000012_A01,MSBF_POP_0001,MSBF_POP_0001_M000012,2026-07-23,RESTAURANT_FOOD_SERVICE,SMALL,RETURNING_MIXED,CH_PROCESSOR_DIRECT,PROCESSOR_DIRECT,0.974388,HIGH,STOP,3,STABLE,,-2162.41,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,,5,,,5,8952.92,0.72800000,,,,5,INSUFFICIENT_EVIDENCE,true,true,BLOCKED,"2b7be4c055ba3571aa63cf78fb009f9d",SRC_PROC_PORTAL,ACQ_PROC_PORTAL_ALWAYS_ON,0.750000,MEDIUM,2,1,PARTIAL,0.00,40.00,40.00,78.60,118.60,131.00,98.60,32.40,20.00,151.00,PARTIAL,PARTIAL,PARTIAL,"6f9e5e2e434d2b4862444ae285f6be51"
1,5,BASELINE,MSBF_POP_0001_M000013_A01,MSBF_POP_0001,MSBF_POP_0001_M000013,2026-07-23,ECOMMERCE_DIGITAL,SMALL,NEW,CH_PROCESSOR_DIRECT,PROCESSOR_DIRECT,0.935554,HIGH,REVIEW,1,DISRUPTED,,52694.25,5,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,,5,,,5,7799.84,0.70000000,,,,5,INSUFFICIENT_EVIDENCE,false,true,BLOCKED,cac223fd299391965d77bbf0500f1299,SRC_PROC_PORTAL,ACQ_PROC_PORTAL_ALWAYS_ON,0.750000,MEDIUM,1,0,PARTIAL,0.00,40.00,40.00,67.20,107.20,112.00,87.20,24.80,20.00,132.00,PARTIAL,PARTIAL,PARTIAL,"9b4581460b088201292c9e8716fc61e1"
